time,vertex,state,state_id,buffer_occupation,production_step
53,7,blocked,1,0.0,0
53,10,blocked,1,0.0,0
53,11,blocked,1,0.0,0
53,1,working,2,0.0,1
53,4,working,2,0.0,1
53,5,working,2,0.0,1
53,12,blocked,1,0.0,1
53,2,working,2,0.0,2
53,8,working,2,0.0,2
53,9,blocked,1,0.0,2
53,13,blocked,1,0.0,2
53,14,blocked,1,0.0,2
53,3,working,2,0.0,3
53,6,working,2,0.0,3
54,0,working,2,0.0,0
54,7,working,2,0.0,0
54,10,blocked,1,0.0,0
54,11,blocked,1,0.0,0
54,1,working,2,0.0,1
54,4,working,2,0.0,1
54,5,blocked,1,0.0,1
54,12,blocked,1,0.0,1
54,2,working,2,0.0,2
54,8,blocked,1,0.0,2
54,9,blocked,1,0.0,2
54,13,blocked,1,0.0,2
54,14,blocked,1,0.0,2
54,3,working,2,0.0,3
54,6,working,2,0.0,3
55,0,working,2,0.0,0
55,7,working,2,0.0,0
55,10,working,2,0.0,0
55,11,blocked,1,0.0,0
55,1,working,2,0.0,1
55,4,working,2,0.0,1
55,5,working,2,0.0,1
55,12,blocked,1,0.0,1
55,2,working,2,0.0,2
55,8,working,2,0.0,2
55,9,blocked,1,0.0,2
55,13,blocked,1,0.0,2
55,14,blocked,1,0.0,2
55,3,working,2,0.0,3
55,6,working,2,0.0,3
56,0,working,2,0.0,0
56,7,blocked,1,0.0,0
56,10,blocked,1,0.0,0
56,11,blocked,1,0.0,0
56,1,working,2,0.0,1
56,4,working,2,0.0,1
56,5,working,2,0.0,1
56,12,blocked,1,0.0,1
56,2,working,2,0.0,2
56,8,working,2,0.0,2
56,9,blocked,1,0.0,2
56,13,blocked,1,0.0,2
56,14,blocked,1,0.0,2
56,3,working,2,0.0,3
56,6,working,2,0.0,3
